id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
42403118,"Ideal Gold Coast Studio near the L & Oak Street Beach, by Blueground",107434423,Blueground,,Near North Side,41.90434,-87.62718,Entire home/apt,78,30,0,,,229,327
42403867,A Chic & Sunny Apt - Minutes to DePaul & Downtown,203376999,Paul,,Lincoln Park,41.91941,-87.65282,Entire home/apt,300,1,1,3/2/2020,0.57,5,253
42404130,Private master bedroom (13x17) and full bath,337475785,Michael,,Irving Park,41.95669,-87.71012,Private room,50,2,1,3/15/2020,0.75,1,50
42407299,Spacious 2BR Sanctuary in Heart of Lincoln Square!,316445879,Thomas,,Lincoln Square,41.968,-87.68481,Entire home/apt,129,2,0,,,1,168
42407370,"Walk to Montrose Beach, 7min to Downtown / Wrigley",263914411,Cosmin,,Uptown,41.96531,-87.65131,Entire home/apt,149,2,0,,,1,85
42409017,East Village Room,14316696,Bradley,,West Town,41.9015,-87.67006,Private room,275,4,0,,,1,4
42409263,Downtown hosts,65836557,Aizhan,,Portage Park,41.96644,-87.76359,Private room,38,1,0,,,2,90
42409314,Luxury 3 Bedroom 2.5 bath Duplex.,40899117,Vu,,West Ridge,41.99372,-87.70213,Entire home/apt,218,1,0,,,1,180
42411368,Warm inviting apartment.,183630136,Jasmin,,Irving Park,41.95333,-87.71496,Private room,33,1,0,,,1,1
42411587,Clean and cozy one bedroom with bath for long term,96806677,Joee,,Portage Park,41.95583,-87.75958,Private room,33,60,0,,,2,357
42411670,Cozy Gorgeous 2 BR home in heart of Rogers park,29182775,Arviol,,Rogers Park,41.99852,-87.6673,Entire home/apt,95,2,0,,,1,140
42413235,"3 bedroom, 2 bath Modern Condo in Humboldt Park",325275944,Lotta,,Humboldt Park,41.89809,-87.70565,Entire home/apt,150,7,0,,,3,51
42413273,Street View Private Room in Wicker Park Penthouse,334652500,Arthur,,West Town,41.90849,-87.67699,Private room,50,1,1,3/1/2020,0.56,4,30
42413531,Large room in apartment with dog,153420143,Cris,,Rogers Park,42.01948,-87.66733,Private room,34,1,0,,,1,3
42414675,Oasis Collection's New Offering in Wicker Park.,10837582,Dw,,West Town,41.90878,-87.67603,Entire home/apt,179,3,2,3/15/2020,1.2,2,11
42414939,CHI THREE BEDROOM APT. 0.3 MI FROM LINCOLN SQ.!,244000490,Goathote,,Lincoln Square,41.97237,-87.68589,Entire home/apt,125,1,3,3/26/2020,1.91,21,262
42416499,The Nest 1BR/1BTH Apartment near McCormick Place,248760412,Cloud9,,Near South Side,41.85464,-87.62422,Entire home/apt,450,2,0,,,9,365
42426693,"Bright Loop 1BR w/ Gym, Roofdeck, near  Millennium Park, by Blueground",107434423,Blueground,,Loop,41.88498,-87.62513,Entire home/apt,132,30,0,,,229,313
42426790,"Cozy Loop 1BR w/ Pool, Gym, nr. the L & Millennium Park, by Blueground",107434423,Blueground,,Loop,41.88606,-87.62472,Entire home/apt,153,30,0,,,229,196
42427579,"Cozy Loop 1BR w/ Pool, Gym, nr. L, by Blueground",107434423,Blueground,,Loop,41.88705,-87.63448,Entire home/apt,122,30,0,,,229,354
42427889,"Smart Loop Studio w/ Pool, Gym, nr. Merchandise Mart & L, by Blueground",107434423,Blueground,,Loop,41.88642,-87.63399,Entire home/apt,105,30,0,,,229,348
42427971,"Cozy Loop 1BR w/ Pool, Gym, nr. Merchandise Mart & L, by Blueground",107434423,Blueground,,Loop,41.88702,-87.63466,Entire home/apt,110,30,0,,,229,352
42427991,Comfortable place on West Ridge(Northside Chicago),260732970,Obinna,,West Ridge,41.99488,-87.70264,Private room,31,1,0,,,1,0
42428071,"Ideal River North 1BR w/pool, gym, nr. L & Magnificent Mile",107434423,Blueground,,Near North Side,41.89622,-87.62571,Entire home/apt,126,30,0,,,229,357
42430659,Entire home. 420 & gay-friendly lodging!,27211272,Dylan Myers,,West Ridge,42.00545,-87.68863,Entire home/apt,90,2,1,3/10/2020,0.67,2,86
42433318,Wicker Park Chill Spot,48175337,Angela,,West Town,41.90937,-87.68876,Private room,50,1,0,,,1,5
42435884,Cozy and Stylish Apartment!,335578310,Kendrick,,Austin,41.86904,-87.7725,Entire home/apt,235,2,0,,,2,180
42435970,1 Bedroom Near Millennium Park,327444482,Erica,,Loop,41.88828,-87.62182,Entire home/apt,185,3,0,,,6,39
42436234,Millennium Park 1 Bedroom,327444482,Erica,,Near North Side,41.88877,-87.6219,Entire home/apt,185,3,0,,,6,35
42436654,1 Bedroom Apt Near Chicago's Mag Mile,327444482,Erica,,Loop,41.88831,-87.62089,Entire home/apt,185,3,0,,,6,39
42437789,City hall,337821633,Askar,,Portage Park,41.96618,-87.7618,Private room,36,1,0,,,1,90
42437999,"Stylish 2-bedrooms, Bucktown,Chicago",282468977,Vesselin,,Logan Square,41.92397,-87.68536,Entire home/apt,122,1,0,,,1,110
42450317,❤️Whole Private Floor w/2 Queen Beds⭐Free Parking,105147142,Tuan,,Jefferson Park,41.97393,-87.7781,Entire home/apt,35,1,4,4/19/2020,2.14,4,169
42452457,Couple's Getaway in Perfect Pilsen 1BD,8670834,Dan,,Lower West Side,41.85269,-87.6779,Entire home/apt,47,7,3,3/22/2020,1.67,3,365
42454801,Historic Coach House with Vintage and Modern Feel,17739188,Lori,,Grand Boulevard,41.8219,-87.61405,Entire home/apt,250,2,0,,,4,260
42455031,Historic Kenwood Mansion 1 mi from McCormick Place,17739188,Lori,,Grand Boulevard,41.82191,-87.61441,Entire home/apt,400,2,0,,,4,227
42455933,Modern European Private Suite near downtown,334769397,Sarah,,Portage Park,41.94946,-87.74379,Private room,120,2,0,,,1,159
42459765,APVT Beauty Rest Private Bathroom next to city,322258121,Maurice,,Mckinley Park,41.83515,-87.66758,Private room,89,2,1,3/27/2020,1,1,90
42463118,"Rad Streeterville 1BR w/ Pool, Gym, nr. Chicago Riverwalk by Blueground",107434423,Blueground,,Near North Side,41.89133,-87.61876,Entire home/apt,155,30,0,,,229,236
42463507,"4 Bed Near DT Deck & Parking, Discounts Available!",336396789,Bryand,,Near North Side,41.90931,-87.6417,Entire home/apt,350,1,1,3/8/2020,0.64,3,90
42471401,Comfortable room with free parking.4,327103193,Jorge,,South Chicago,41.74454,-87.54496,Private room,27,5,0,,,8,17
42475571,Room with private bathroom,9620140,Rebecca,,Logan Square,41.91897,-87.71709,Private room,25,4,3,4/2/2020,1.91,3,85
42484945,"Modern, minimal SFH in Bucktown",16454741,Kimberly,,Logan Square,41.92456,-87.68679,Entire home/apt,450,2,0,,,1,64
42491768,Private Bedroom & BR in Beautiful Bucktown Triplex,193553249,Emma,,Logan Square,41.91906,-87.67539,Private room,175,1,0,,,1,180
42495421,Bucktown Private Room,26553134,Juliana,,West Town,41.91097,-87.68432,Private room,50,1,0,,,1,60
42498830,Spacious 1 bedroom,338114816,Elaine,,Near North Side,41.89515,-87.63475,Entire home/apt,118,5,0,,,1,75
42500673,CLEAN SUNNY APARTMENT +PARKING 5 MIN TO LOOP & UIC,55976787,Natalia,,Near West Side,41.87703,-87.63777,Private room,10,1,4,4/7/2020,2.86,82,174
42501123,CLEAN APARTMENT 5 MIN TO WILLIS TOWER FREE PARKING,55976787,Natalia,,Near West Side,41.87724,-87.63969,Private room,10,1,5,3/28/2020,2.83,82,282
42501325,CLEAN APARTMENT IN SAFE CENTRAL AREA WITH PARKING,55976787,Natalia,,Near West Side,41.8774,-87.63905,Private room,10,1,5,4/8/2020,2.88,82,286
42507104,"Luxury Condo in the heart of Lincoln Park, Chicago",15796491,Patrick,,Lincoln Park,41.92438,-87.66409,Entire home/apt,89,2,1,3/8/2020,0.64,1,23
42507247,"Close to United Centre, Hospitals & University",324465401,Canan,,Near West Side,41.87926,-87.68178,Private room,47,1,1,3/8/2020,0.64,3,335
42511310,"Modern Flat | Bars, Eats, Shops | Fast Check-in",90477795,Brian,,North Center,41.94015,-87.68523,Entire home/apt,25,1,2,3/17/2020,1.25,2,113
42511316,"Modern Flat | Bars, Eats, Shops | Fast Check-in",90477795,Brian,,North Center,41.94088,-87.68655,Entire home/apt,27,1,1,3/18/2020,0.81,2,117
42513801,6 Bedrooms Close to McCormick and Downtown,17739188,Lori,,Grand Boulevard,41.8119,-87.62411,Entire home/apt,400,2,0,,,4,256
42514649,Sparkling Lincoln Park Coach House,53964832,Jonathan,,Lincoln Park,41.92905,-87.64327,Entire home/apt,361,2,3,4/19/2020,2.14,1,226
42515114,Sleeps 10+ Close to McCormick,17739188,Lori,,Douglas,41.83252,-87.62083,Entire home/apt,350,2,0,,,4,221
42519980,Cozy Room- University of Chicago Hospital/ Campus,329707478,Karl,,Washington Park,41.78868,-87.62048,Private room,50,2,1,3/6/2020,0.61,3,362
42520100,3 bedroom - Close to U of Chi/ IIT/ Hyde Park/ MDW,329707478,Karl,,Washington Park,41.78755,-87.61817,Entire home/apt,200,3,1,3/19/2020,0.83,3,344
42528496,PREMIUM HIGH-FLOOR 1BR CORNER UNIT: LAKE VIEW!,63313003,K,,Loop,41.88807,-87.61952,Entire home/apt,139,32,1,4/1/2020,1,34,365
42533691,Spacious Room in Sunny Pilsen Cats Loft | Unique,314473365,Jiaqi,,South Lawndale,41.85462,-87.69307,Private room,32,2,3,3/15/2020,1.88,1,37
42536115,Room Private,52017664,Ana,,Logan Square,41.92043,-87.72065,Private room,27,1,0,,,1,364
42536564,Sonder | Coeval | Lovely 2BR + Balcony,12243051,Sonder,,Near South Side,41.86241,-87.62515,Entire home/apt,123,2,0,,,127,323
42536970,Stunning views & Location in the heart of downtown,218800805,Chicago Condo,,Near North Side,41.89237,-87.6182,Entire home/apt,375,2,0,,,14,146
42537331,Private bath/queen bed- SUNNY - Logan Square,157306442,Sara,,Logan Square,41.92741,-87.72567,Private room,50,1,1,3/15/2020,0.75,1,82
42538061,"Condo in the hottest area of Chicago, River North.",338815800,Stephanie,,Near North Side,41.89312,-87.64088,Entire home/apt,600,2,0,,,1,365
42540437,"Cozy, Private Bedroom on Quiet, Tree-Lined Street",229095817,Loftium,,West Town,41.90501,-87.68877,Private room,49,1,0,,,48,90
42556357,2 Balconies! Premier location in Uptown!,32344711,Shawn,,Uptown,41.96463,-87.65082,Entire home/apt,89,1,2,3/8/2020,1.15,1,0
42557661,"Cozy Loop 2BR w/ Pool, Gym, nr. Financial District & L, by Blueground",107434423,Blueground,,Loop,41.88698,-87.63391,Entire home/apt,164,30,0,,,229,204
42561490,Luxury & Great Location to call Home in Chicago!,85811,Craig,,West Town,41.89755,-87.65953,Entire home/apt,99,91,0,,,1,365
42565126,"Two bedroom, one bath, sleeps 5 Apartment.",276538757,Kathrine,,Lower West Side,41.85627,-87.66214,Entire home/apt,75,1,0,,,2,84
42568181,NEW Merch Mart 1br/1ba + balcony and roof hot tub,33127842,Kari,,Near North Side,41.89045,-87.63601,Entire home/apt,136,32,0,,,29,364
42568499,RIVER NORTH LUX 1BR + BALCONY and ROOFTOP POOL!,33127842,Kari,,Near North Side,41.88958,-87.633,Entire home/apt,136,32,0,,,29,365
42568650,NEW 2br/2ba CORNER FLAT STEPS FROM MICHIGAN AVE!,33127842,Kari,,Near North Side,41.89015,-87.62249,Entire home/apt,221,32,0,,,29,365
42568942,LUXURY STUDIO SUITE + BALCONY NEAR LAKE!,33127842,Kari,,Loop,41.88688,-87.61821,Entire home/apt,117,32,0,,,29,365
42573566,420 @ Cheltenham Combo!,209982127,Shomari,,South Shore,41.75411,-87.55084,Entire home/apt,400,2,1,4/20/2020,1,3,84
42577587,"Well Appointed 1 BD, 1 BA, Private Patio, Assigned Parking, Heart of Lincoln Park",324240874,John,,Lincoln Park,41.9193,-87.6439,Entire home/apt,158,1,1,3/8/2020,0.64,1,337
42586969,private bedroom in 2story apt for conference goers,52716383,Ana,,Near North Side,41.89155,-87.62763,Private room,180,1,0,,,1,180
42598993,Trendy 3 bd West Town Flat! Free Prkg (Sleeps 8),54076186,Ovation,,West Town,41.8958,-87.66456,Entire home/apt,199,1,0,,,6,53
42601981,"Ideal Loop Studio w/ Pool, Gym, nr. L by Blueground",107434423,Blueground,,Near West Side,41.88338,-87.6519,Entire home/apt,122,30,0,,,229,342
42608790,Calm entire apt 1Bd near metro and wicker park,5579676,Karina,,West Town,41.89879,-87.67255,Entire home/apt,101,1,2,3/20/2020,1.54,1,0
42609434,Modern private room and bath in Pilsen,20257197,Richard,,Lower West Side,41.85413,-87.66529,Private room,89,2,0,,,1,53
42609804,Resting Good in Englewood-gold room,249096518,Vivian,,Englewood,41.76572,-87.63923,Private room,55,1,0,,,3,365
42610324,Resting Good in Englewood- full house,249096518,Vivian,,Englewood,41.76616,-87.63713,Entire home/apt,95,1,0,,,3,89
42610388,Sunny Large cozy room in 3 floor townhome ready :),11587128,Elaina,,Near West Side,41.87163,-87.65612,Private room,69,1,0,,,1,96
42610558,X. X MANSION SHARED ROOM BED X,163484540,Francineuma,,Calumet Heights,41.72799,-87.57688,Shared room,12,1,0,,,13,0
42611298,Stunner home in Edgebrook Chicago * Sleeps 16!,17432485,Sabir,,Forest Glen,41.99766,-87.76705,Entire home/apt,300,3,2,3/29/2020,1.4,1,350
42625077,Beautiful 4BR Home in Avondale- Walk to Logan Sq!,14009223,Kevin,,Avondale,41.93759,-87.71726,Entire home/apt,299,7,0,,,2,44
42628340,Beautiful spacious townhouse Old Town/Lincoln Park,339599914,Anna,,Lincoln Park,41.91498,-87.63949,Entire home/apt,390,2,0,,,1,359
42635392,Two bedrooms by UChicago & Lake Michigan,24828196,Audrey,,Hyde Park,41.79726,-87.58575,Entire home/apt,140,6,0,,,2,362
42638201,Heidi's Hideaway,252285450,Heidi,,Kenwood,41.81069,-87.6022,Entire home/apt,77,1,1,3/14/2020,0.73,1,177
42639227,Lakeview Haven - Comfort & Charm in Chicago (3),125012594,Steven,,Lake View,41.93968,-87.65428,Entire home/apt,200,2,0,,,6,158
42639593,Private Room in Bustling Pilsen!,45536113,Sade,,Lower West Side,41.85085,-87.67922,Private room,30,1,2,3/4/2020,1.18,1,88
42639782,Lakeview Sanctuary - Comfort & Charm in Chicago,125012594,Steven,,Lake View,41.94156,-87.65346,Entire home/apt,400,3,0,,,6,53
42641591,Modern high-rise 3 Bedroom 3 Full Bathroom Condo,218800805,Chicago Condo,,Near North Side,41.8918,-87.6201,Entire home/apt,370,2,0,,,14,147
42643190,"Heart of Wicker Park, Bustling, Homey Apartment",237470078,Faye,,West Town,41.9088,-87.66723,Private room,60,2,1,3/16/2020,0.77,1,43
42648675,Simply Convenient,339780324,Rentalshowplace,,Lincoln Park,41.92912,-87.64434,Entire home/apt,49,1,1,3/13/2020,0.71,1,145
42659983,Chicago Studio Suite- Walk to Wicker Park & Train!,121719854,Evolve,,West Town,41.90272,-87.67193,Entire home/apt,425,2,0,,,4,360
42661296, Bedroom in Art House  (Swadhisthana) ,3986873,Elena,,Uptown,41.97184,-87.65625,Private room,45,3,1,3/16/2020,0.77,14,328
42661824,Bedroom in Art House Near Downtown (Manipura),3986873,Elena,,Uptown,41.97191,-87.65768,Private room,40,2,0,,,14,266
42663561,❤️NEW! Designer 1BR Loft  | $2200 APRIL DEALS!,148973907,Mia & Noah,,Lake View,41.9527,-87.65359,Entire home/apt,300,1,0,,,34,84
42663831,$2200 APRIL Specials!  Sanitized with Free Parking,148973907,Mia & Noah,,Lake View,41.95103,-87.65462,Entire home/apt,300,1,2,4/2/2020,2,34,51
42664435,❤️1BR Loft Wrigley | Parking! $2200 APRIL SPECIALS,148973907,Mia & Noah,,Lake View,41.95087,-87.65352,Entire home/apt,400,1,0,,,34,88
42664668,❤️❤️Sanitized & Safe 1BR Apt | Free Parking! ❤️❤️,148973907,Mia & Noah,,Lake View,41.95255,-87.65321,Entire home/apt,400,1,2,4/1/2020,2,34,87
42665827,Brand new and modern loft in the heart of Uptown,339895589,Paul,,Uptown,41.96387,-87.65466,Entire home/apt,74,3,1,3/7/2020,0.63,1,65
42667592,Historic Lincoln Park Oasis,169297663,William,,Lincoln Park,41.92259,-87.65267,Entire home/apt,350,2,0,,,5,320
42670833,whole apartment kitchen **1 bed/bath **living room,110299543,Jeanne,,North Center,41.95803,-87.69214,Entire home/apt,120,2,0,,,1,88
42683404,Private room steps from United center downtown,56113982,Tiffany,,Near West Side,41.88193,-87.68064,Private room,50,1,0,,,2,35
42687137,"Modern 1 bed , 1 bath w/access to private balcony",55970320,Jenny,,Near West Side,41.86707,-87.65663,Private room,60,1,0,,,1,69
42688174,2 BEDROOMS FULTON/RIVER NORTH MODERN LUXURY,3965428,Rob,,Near West Side,41.88764,-87.64165,Entire home/apt,200,60,0,,,76,365
42688758,"Smart Loop 1BR w/ Pool, Gym, nr. Financial District, by Blueground",107434423,Blueground,,Loop,41.88581,-87.63343,Entire home/apt,110,30,0,,,229,279
42688942,"Cozy West Loop Studio w/ Pool, Gym, nr. Restaurant Row, by Blueground",107434423,Blueground,,Near West Side,41.88255,-87.65198,Entire home/apt,113,30,0,,,229,365
42688955,"Bright West Loop Studio w/ Pool, Gym, nr. Fulton Market, by Blueground",107434423,Blueground,,Near West Side,41.88267,-87.65163,Entire home/apt,64,30,0,,,229,365
42688978,"Ideal Loop 2BR w/ Gym, Roofdeck, nr. Millennium Park, by Blueground",107434423,Blueground,,Loop,41.88586,-87.62526,Entire home/apt,196,30,0,,,229,326
42689499,"Crisp River North 1BR w/ Gym, Pool, nr. Oak Street Beach, by Blueground",107434423,Blueground,,Near North Side,41.89592,-87.62637,Entire home/apt,126,30,0,,,229,351
42689852,"R1. 12 min to downtown, mccormick, chinatown, loop",289257440,Edward,,Mckinley Park,41.83154,-87.66618,Private room,39,1,1,3/21/2020,0.88,5,199
42695919,Nice Private Room in Heart of Wicker Park,334652500,Arthur,,West Town,41.90846,-87.67599,Private room,52,1,1,4/11/2020,1,4,22
42706361,2 BEDROOMS FULTON/RIVER NORTH MODERN LUXURY #2,3965428,Rob,,Near West Side,41.8885,-87.64132,Entire home/apt,250,60,0,,,76,365
42708409,Jefferson Pk Chicago Private bedroom private bath,194772894,Rebecca,,Portage Park,41.9625,-87.7561,Private room,70,1,0,,,1,365
42713071,R2. Perfect Location next to downtown & chinatown,289257440,Edward,,Mckinley Park,41.83179,-87.66785,Private room,39,1,1,3/26/2020,1,5,126
42713512,"R3. 12 min to downtown, 5 min  to chinatown",289257440,Edward,,Mckinley Park,41.83059,-87.66603,Private room,39,30,1,3/29/2020,1,5,23
42713595,Historic Hideaway in the Heart of Lincoln Park,169297663,William,,Lincoln Park,41.92249,-87.65099,Entire home/apt,250,2,1,4/19/2020,1,5,320
42714387,R4. Cleanest & Newest place near downtown chicago,289257440,Edward,,Mckinley Park,41.82998,-87.66664,Private room,39,1,1,4/5/2020,1,5,112
42714699,R5. Self check in self checkout near downtown,289257440,Edward,,Mckinley Park,41.82996,-87.66632,Private room,39,1,3,4/21/2020,3,5,238
42714723,Private Remodeled Chicago 2B Apartment Sleeps 6,206009013,Maximillian,,Lincoln Square,41.97222,-87.68839,Entire home/apt,700,1,0,,,30,365
42718818,*Remodeled* Unique 3BR/3BA Artsy Home *Pilsen*,225106605,Neda,,Lower West Side,41.85942,-87.64617,Entire home/apt,299,1,0,,,2,365
42720391,OneEleven RIVER VIEW FURNISHED JR 1 BED POOL (60),9400379,ExecuSuite Inc.,,Loop,41.88632,-87.63181,Entire home/apt,155,31,0,,,28,365
42720515,LOOP RANDOLPH TOWER JR ONE BED POOL GYM (61),9400379,ExecuSuite Inc.,,Loop,41.88586,-87.63225,Entire home/apt,160,31,0,,,28,365
42736667,Home Away From Home,14045599,Elsa,,Austin,41.91816,-87.79846,Private room,45,2,1,3/17/2020,0.79,1,294
42737135,Teeny Tiny Bohemian Lodge - Clean & Affordable,97550830,Denise,,Lower West Side,41.85804,-87.65068,Entire home/apt,39,1,0,,,1,76
42740971,Cozy private studio in Chicago with full kitchen,9624452,Olga,,Lake View,41.94829,-87.66964,Entire home/apt,120,1,0,,,1,46
42741224,Old Town 6 Bed Pad w/Parking & Panoramic Roof Deck,336396789,Bryand,,Near North Side,41.90993,-87.64014,Entire home/apt,400,1,2,3/14/2020,1.28,3,7
42741359,"River and Lake views, Mag Mile.",218800805,Chicago Condo,,Near North Side,41.89227,-87.61881,Entire home/apt,375,2,0,,,14,21
42742872,Premier 2BD in Chicago good for longer stays,8534462,Corp Condos & Apts,,Near North Side,41.90011,-87.62019,Entire home/apt,250,2,0,,,65,180
42743590,Modern + Convenient Old Town Chicago!,63936686,Alex,,Lincoln Park,41.91515,-87.63543,Entire home/apt,129,2,0,,,3,261
42745639,SR3 COMFY BED Medical District Commerce Center,338785414,Dan,,Brighton Park,41.81407,-87.70038,Private room,69,2,0,,,2,90
42746105,SR1 COMFY BED Medical District Commerce Center,338785414,Dan,,Brighton Park,41.81533,-87.69997,Private room,79,2,0,,,2,90
42746308,AB1 City's Convenient neighborhood Pvt Room,273627718,Bryan,,Mckinley Park,41.83433,-87.66613,Private room,39,2,1,3/17/2020,0.79,2,180
42746404,AC1 City's Convienent neighborhood Pvt Room,273627718,Bryan,,Mckinley Park,41.83385,-87.66725,Shared room,25,2,0,,,2,170
42755213,Gorgeous sunlight-filled vintage one-bedroom,7292552,Megan,,Rogers Park,42.00236,-87.67446,Entire home/apt,49,2,0,,,1,5
42755447,Filler for a test ad.,2907254,Joe,,Near West Side,41.87955,-87.68437,Entire home/apt,150,1,0,,,18,53
42755662,The LUXRO Penthouse,52985376,Carlos,,Grand Boulevard,41.80854,-87.61806,Entire home/apt,500,2,0,,,3,180
42757816,"Cozy West Loop 1BR w/ Pool, Gym, nr. Restaurant Row, by Blueground",107434423,Blueground,,Near West Side,41.88233,-87.65016,Entire home/apt,130,30,0,,,229,355
42757854,"Lux West Loop Studio w/ Pool, Gym, nr. Restaurant Row, by Blueground",107434423,Blueground,,Near West Side,41.88362,-87.65214,Entire home/apt,85,30,0,,,229,365
42757880,"Sleek Loop 1BR w/ Gym, Pool, near Chicago Riverwalk, by Blueground",107434423,Blueground,,Loop,41.88685,-87.63533,Entire home/apt,113,30,0,,,229,357
42757912,"Sleek West Loop Studio w/ Pool, Gym, nr. Restaurant Row, by Blueground",107434423,Blueground,,Near West Side,41.88306,-87.65131,Entire home/apt,40,30,0,,,229,365
42757930,"Gorgeous Loop 1BR w/ Pool, Gym, nr. Financial District by Blueground",107434423,Blueground,,Near West Side,41.88306,-87.65131,Entire home/apt,86,30,0,,,229,365
42757978,"Bright Loop Studio w/ Pool, Gym, nr. Theatre District, by Blueground",107434423,Blueground,,Loop,41.8864,-87.63462,Entire home/apt,90,30,0,,,229,308
42758322,"Smart West Loop Studio w/ Pool, Gym, nr. Fulton Market, by Blueground",107434423,Blueground,,Near West Side,41.88242,-87.6521,Entire home/apt,122,30,0,,,229,341
42762927,6 Bed Home Downtown- Parking And Discounts!,340560170,Catalina,,West Town,41.89644,-87.67254,Entire home/apt,300,1,0,,,3,90
42763442,Cozy studio in the heart of Lincoln Park!!,7964129,Nico,,Lincoln Park,41.92325,-87.64267,Entire home/apt,81,1,0,,,1,89
42764397,LR2 McCormick Close to CTA Subway City,30193226,John,,Bridgeport,41.8441,-87.64377,Private room,49,2,0,,,2,90
42764508,Bedroom in Victorian House next Downtown Chicago 7,3986873,Elena,,Uptown,41.97314,-87.65651,Private room,45,3,1,3/15/2020,0.75,14,365
42764607,WR3 McCormick Close to CTA Subway City,30193226,John,,Bridgeport,41.84089,-87.64976,Private room,59,2,0,,,2,90
42773672,Inspiring Chicago stay on the Lake,4423107,Jack,,Near North Side,41.90798,-87.62621,Entire home/apt,139,2,0,,,1,51
42774175,Modern Duplex PENTHOUSE  w Roof access & Parking,340658628,Rafael,,Near South Side,41.85532,-87.6234,Entire home/apt,75,2,2,4/22/2020,2,1,253
42774502,Spacious beautiful 2 bed 2 bath condo,141528449,Sandrea,,Rogers Park,42.00846,-87.66583,Entire home/apt,110,1,0,,,1,141
42776417,6 Bed Home Near DT w/Parking & Panoramic Roof Deck,336396789,Bryand,,Near North Side,41.90942,-87.64054,Entire home/apt,300,1,0,,,3,90
42777797,Woodlawn Private Safe and clean  Condo style Apt.,302745742,Robert,,Woodlawn,41.77498,-87.60307,Entire home/apt,97,1,1,3/17/2020,0.79,1,82
42779145,Luxury apt next to Wrigleyfield free parking,7958886,Lole,,Lake View,41.95169,-87.65791,Entire home/apt,200,1,0,,,12,179
42779561,Cozy Tiny Home 2,253901482,Heidy,,Norwood Park,41.98272,-87.81851,Private room,50,2,0,,,2,17
42790204,Lakeview Condo,97840176,Connor,,Lake View,41.93407,-87.664,Entire home/apt,125,1,1,3/20/2020,0.86,1,53
42790285,Open Space 2 Bedroom Apartment,340820511,Zoe,,North Center,41.93675,-87.68903,Entire home/apt,100,1,0,,,1,141
42790689,1 BR in Large Modern Apartment (Chicago - Pilsen),157942058,Samantha,,Lower West Side,41.85888,-87.64735,Private room,55,1,0,,,2,109
42791632,Stay Central w/ a Pastry Chef,44131859,Brittania,,West Town,41.90401,-87.69523,Private room,40,20,0,,,1,59
42793933,Unique Massive Timber Loft | West Town,235678953,Josh,,West Town,41.89206,-87.67891,Entire home/apt,260,1,1,3/20/2020,0.86,3,269
42794248,Luxurious stay @ modern apartment Mins to Downtown,217341990,William,,Grand Boulevard,41.80714,-87.62395,Entire home/apt,160,1,0,,,4,180
42795682,Economical 2br in Irving Park!,72165035,Brendan,,Albany Park,41.96345,-87.72288,Entire home/apt,101,1,1,3/31/2020,1,1,180
42805896,Wolf Luxury Home 10 Mins-Wrigley Free Parking,92129084,Russell,,North Center,41.93327,-87.67732,Entire home/apt,499,1,0,,,11,153
42812355,"Crisp Loop 1BR w/ Pool, Gym, near Theatre District, by Blueground",107434423,Blueground,,Loop,41.88671,-87.63461,Entire home/apt,122,30,0,,,229,357
42812991,Cozy Up to this Stunning One Bedroom!,188365982,Level Furnished Listing,,Near North Side,41.90351,-87.63581,Entire home/apt,165,30,0,,,3,180
42813841,Eero Ease - Bright 1 bed in the Loop,337720054,Megan,,Loop,41.87804,-87.63469,Entire home/apt,250,2,0,,,6,82
42814487,Michigan and Lake 1 Bed Luxury,63436227,Antonina,,Loop,41.88551,-87.62449,Entire home/apt,199,29,0,,,12,90
42815042,Gehry Glitz - 1 Bed in the Loop,337720054,Megan,,Loop,41.87635,-87.63281,Entire home/apt,250,2,0,,,6,80
42815163,Sullivan Style - Modern perfect size 1 bed in Loop,337720054,Megan,,Loop,41.87635,-87.63359,Entire home/apt,240,2,0,,,6,81
42815181,Penthouse condo with terrific view of Lakeshore.,21517759,Ron,,Near South Side,41.86054,-87.62331,Entire home/apt,225,2,1,3/11/2020,0.68,1,31
42815383,Jenney Joy - Studio in Historic Loop,337720054,Megan,,Loop,41.87633,-87.63343,Entire home/apt,250,2,0,,,6,89
42816032,19th Floor Condo with,3402671,Robin,,Douglas,41.84365,-87.62115,Entire home/apt,125,175,0,,,1,113
42816036,"Homely, energy efficient &  separate laundry room.",310181286,Hassan,,Greater Grand Crossing,41.76373,-87.61265,Private room,35,1,1,3/12/2020,0.7,1,365
42816137,Wright Way - Modern One Bed in the Loop,337720054,Megan,,Loop,41.87659,-87.63349,Entire home/apt,250,2,0,,,6,89
42816225,Rohe Rest - Luxe One Bed in the Loop,337720054,Megan,,Loop,41.87641,-87.63483,Entire home/apt,250,2,0,,,6,85
42827981,Convenient 2BR Bridgeport Apt#1F Close to Downtown,200291849,Nathan,,Bridgeport,41.83464,-87.64824,Entire home/apt,120,2,1,3/15/2020,0.75,5,177
42829127,Modern studio in River North good for longer stays,8534462,Corp Condos & Apts,,Near North Side,41.8895,-87.63332,Entire home/apt,145,2,0,,,65,339
